GO:0000304	Fyn
GO:0019814	Igkv5-48
GO:0019814	Igkv7-33
GO:0019814	Igkv9-129
GO:0019814	Iglc1
GO:0019814	Iglc2
GO:0019814	Iglv2
GO:0019814	Jchain
GO:0019814	Lime1
GO:0019814	Syk
GO:0019815	Cd79a
GO:0019815	Cd79b
GO:0019815	Ighd
GO:0019815	Ighm
GO:0019815	Iglc1
GO:0019815	Lime1
GO:0019815	Syk
GO:0019907	Ccnh
GO:0019907	Cdk7
GO:0019907	Mnat1
GO:0019956	Ackr1
GO:0019956	Ackr3
GO:0019956	Ackr4
GO:0019956	Cxcr3
GO:0019956	Fgf2
GO:0019956	Pdpn
GO:0019956	Plp2
GO:0030073	Acvr1c
GO:0030073	Acvr2b
GO:0030073	Adcyap1
GO:0030073	Anxa1
GO:0030073	Anxa7
GO:0030073	Atg7
GO:0030073	Betalinc1
GO:0030073	Cacna1c
GO:0030073	Ccdc186
GO:0030073	Cckar
GO:0030073	Cltrn
GO:0030073	Cplx1
GO:0030073	Cplx3
GO:0030073	Cyb5r4
GO:0030073	Dgat1
GO:0030073	Fam3b
GO:0030073	Ffar1
GO:0030073	Fkbp1b
GO:0030073	Glp1r
GO:0030073	Gpr119
GO:0030073	Gpr39
GO:0030073	Gpr68
GO:0030073	Hif1a
GO:0030073	Hnf1a
GO:0030073	Hnf1b
GO:0030073	Htt
GO:0030073	Il1rn
GO:0030073	Ildr2
GO:0030073	Irs1
GO:0030073	Lep
GO:0030073	Mafa
GO:0030073	Mc4r
GO:0030073	Myo5a
GO:0030073	Neurod1
GO:0030073	Nnat
GO:0030073	Park7
GO:0030073	Pclo
GO:0030073	Pdx1
GO:0030073	Prkce
GO:0030073	Ptprn
GO:0030073	Ptprn2
GO:0030073	Rab11b
GO:0030073	Rab11fip2
GO:0030073	Rab11fip5
GO:0030073	Rab3a
GO:0030073	Raf1
GO:0030073	Rapgef4
GO:0030073	Rbm4
GO:0030073	Rims2
GO:0030073	Selenot
GO:0030073	Serp1
GO:0030073	Slc18a2
GO:0030073	Slc30a8
GO:0030073	Smad2
GO:0030073	Snap25
GO:0030073	Snord32a
GO:0030073	Snord33
GO:0030073	Snord34
GO:0030073	Snord35a
GO:0030073	Snx19
GO:0030073	Srebf1
GO:0030073	Stx1a
GO:0030073	Stxbp3
GO:0030073	Sytl4
GO:0030073	Vgf
GO:0030097	3830403N18Rik
GO:0030097	4930430F08Rik
GO:0030097	4930474N05Rik
GO:0030097	6030468B19Rik
GO:0030097	Abca15
GO:0030097	Abl1
GO:0030097	Abl2
GO:0030097	Acp6
GO:0030097	Actb
GO:0030097	Actl6a
GO:0030097	Actl6b
GO:0030097	Ada
GO:0030097	Adam17
GO:0030097	Adar
GO:0030097	Add2
GO:0030097	Adgrg3
GO:0030097	Agpat5
GO:0030097	Ahctf1
GO:0030097	Ahr
GO:0030097	Aire
GO:0030097	Ambra1
GO:0030097	Angpt1
GO:0030097	Angpt2
GO:0030097	Ankle1
GO:0030097	Anln
GO:0030097	Anxa1
GO:0030097	Ap3b1
GO:0030097	Ap3d1
GO:0030097	Apobec3
GO:0030097	Aqp8
GO:0030097	Arhgef7
GO:0030097	Arid1a
GO:0030097	Arid1b
GO:0030097	Arid2
GO:0030097	Arih2
GO:0030097	Arl11
GO:0030097	Armc5
GO:0030097	Armc6
GO:0030097	Asxl1
GO:0030097	Atf2
GO:0030097	Atf7
GO:0030097	Atg5
GO:0030097	Atm
GO:0030097	Atp11c
GO:0030097	AY036118
GO:0030097	Azi2
GO:0030097	Babam1
GO:0030097	Bad
GO:0030097	Bak1
GO:0030097	Batf
GO:0030097	Batf2
GO:0030097	Batf3
GO:0030097	Bax
GO:0030097	Bcl11a
GO:0030097	Bcl11b
GO:0030097	Bcl2
GO:0030097	Bcl2a1d
GO:0030097	Bcl3
GO:0030097	Bcl6
GO:0030097	Bcr
GO:0030097	Blm
GO:0030097	Bmp4
GO:0030097	Braf
GO:0030097	Brca2
GO:0030097	Brd7
GO:0030097	Btk
GO:0030097	Btn2a2
GO:0030097	Btnl1
GO:0030097	Btnl6
GO:0030097	Bves
GO:0030097	Cacnb4
GO:0030097	Camk4
GO:0030097	Card11
GO:0030097	Carmil2
GO:0030097	Cbfb
GO:0030097	Ccl19
GO:0030097	Ccr2
GO:0030097	Ccr7
GO:0030097	Ccr9
GO:0030097	Cd19
GO:0030097	Cd1d1
GO:0030097	Cd24a
GO:0030097	Cd27
GO:0030097	Cd28
GO:0030097	Cd34
GO:0030097	Cd3d
GO:0030097	Cd3e
GO:0030097	Cd3g
GO:0030097	Cd4
GO:0030097	Cd40lg
GO:0030097	Cd44
GO:0030097	Cd46
GO:0030097	Cd74
GO:0030097	Cd79a
GO:0030097	Cd79b
GO:0030097	Cd83
GO:0030097	Cd8a
GO:0030097	Cdh17
GO:0030097	Cdk13
GO:0030097	Cdk6
GO:0030097	Cebpa
GO:0030097	Cebpd
GO:0030097	Cebpg
GO:0030097	Chd7
GO:0030097	Ciao3
GO:0030097	Ciapin1
GO:0030097	Cited2
GO:0030097	Clcf1
GO:0030097	Clec4d
GO:0030097	Clec4e
GO:0030097	Cmtm7
GO:0030097	Cnn2
GO:0030097	Col24a1
GO:0030097	Cr2
GO:0030097	Crip2
GO:0030097	Crtam
GO:0030097	Csf1r
GO:0030097	Csf2
GO:0030097	Ctc1
GO:0030097	Ctla2a
GO:0030097	Ctla4
GO:0030097	Ctnnb1
GO:0030097	Ctsl
GO:0030097	Cul4a
GO:0030097	Cxcl15
GO:0030097	Cyld
GO:0030097	Cyp26b1
GO:0030097	Cyp2c66
GO:0030097	Dab2
GO:0030097	Dact2
GO:0030097	Dcaf1
GO:0030097	Dclre1c
GO:0030097	Dcstamp
GO:0030097	Ddias
GO:0030097	Dhtkd1
GO:0030097	Dicer1
GO:0030097	Dll1
GO:0030097	Dll4
GO:0030097	Dnai4
GO:0030097	Dnajb9
GO:0030097	Dock1
GO:0030097	Dock10
GO:0030097	Dock11
GO:0030097	Dock2
GO:0030097	Dock7
GO:0030097	Dpp4
GO:0030097	Drosha
GO:0030097	Dtx1
GO:0030097	Dusp10
GO:0030097	Duxbl1
GO:0030097	Ebp
GO:0030097	Eef2
GO:0030097	Egr1
GO:0030097	Egr3
GO:0030097	Eml1
GO:0030097	Enpp1
GO:0030097	Eomes
GO:0030097	Ep300
GO:0030097	Epas1
GO:0030097	Epor
GO:0030097	Ercc2
GO:0030097	Esco2
GO:0030097	Etv2
GO:0030097	Etv6
GO:0030097	Ext1
GO:0030097	Ezh2
GO:0030097	F2rl1
GO:0030097	Fadd
GO:0030097	Fanca
GO:0030097	Fancd2
GO:0030097	Fas
GO:0030097	Fbxo7
GO:0030097	Fcer1g
GO:0030097	Fgl2
GO:0030097	Flcn
GO:0030097	Flt3
GO:0030097	Flt3l
GO:0030097	Fnip1
GO:0030097	Foxn1
GO:0030097	Foxp1
GO:0030097	Foxp3
GO:0030097	Fst
GO:0030097	Fstl3
GO:0030097	Fubp1
GO:0030097	Fut7
GO:0030097	Fzd9
GO:0030097	Gata1
GO:0030097	Gata2
GO:0030097	Gata3
GO:0030097	Gba
GO:0030097	Gfi1
GO:0030097	Gimap1
GO:0030097	Gimap3
GO:0030097	Gimap5
GO:0030097	Gli3
GO:0030097	Gm13271
GO:0030097	Gm13272
GO:0030097	Gm13275
GO:0030097	Gm13276
GO:0030097	Gm13277
GO:0030097	Gm13283
GO:0030097	Gm36723
GO:0030097	Gon4l
GO:0030097	Gpatch4
GO:0030097	Gpr18
GO:0030097	Gpr183
GO:0030097	Gpr89
GO:0030097	Gps2
GO:0030097	H2-Aa
GO:0030097	H2-Ab1
GO:0030097	H2-DMa
GO:0030097	H2-Oa
GO:0030097	Hbb-b1
GO:0030097	Hdac5
GO:0030097	Hdac7
GO:0030097	Hdac9
GO:0030097	Heatr9
GO:0030097	Hells
GO:0030097	Herc6
GO:0030097	Hes1
GO:0030097	Hes5
GO:0030097	Hhex
GO:0030097	Hmgb1
GO:0030097	Hmgb3
GO:0030097	Hoxa9
GO:0030097	Hoxb3
GO:0030097	Hoxb4
GO:0030097	Hrnr
GO:0030097	Hs1bp3
GO:0030097	Hsp90aa1
GO:0030097	Hspb1
GO:0030097	Hyal2
GO:0030097	Id2
GO:0030097	Ifna1
GO:0030097	Ifna11
GO:0030097	Ifna12
GO:0030097	Ifna13
GO:0030097	Ifna14
GO:0030097	Ifna15
GO:0030097	Ifna16
GO:0030097	Ifna2
GO:0030097	Ifna4
GO:0030097	Ifna5
GO:0030097	Ifna6
GO:0030097	Ifna7
GO:0030097	Ifna9
GO:0030097	Ifnab
GO:0030097	Ifnb1
GO:0030097	Ifne
GO:0030097	Ifng
GO:0030097	Ifnk
GO:0030097	Ifnz
GO:0030097	Ighe
GO:0030097	Ighg1
GO:0030097	Ighm
GO:0030097	Igkc
GO:0030097	Igkj5
GO:0030097	Ihh
GO:0030097	Ikzf1
GO:0030097	Ikzf3
GO:0030097	Il12a
GO:0030097	Il15
GO:0030097	Il1rl2
GO:0030097	Il2
GO:0030097	Il20
GO:0030097	Il21
GO:0030097	Il23a
GO:0030097	Il2ra
GO:0030097	Il2rg
GO:0030097	Il3
GO:0030097	Il36b
GO:0030097	Il4
GO:0030097	Il4i1
GO:0030097	Il4i1b
GO:0030097	Il6
GO:0030097	Il7
GO:0030097	Il7r
GO:0030097	Il9
GO:0030097	Il9r
GO:0030097	Inhba
GO:0030097	Inpp5d
GO:0030097	Irf1
GO:0030097	Irf2bp2
GO:0030097	Irf4
GO:0030097	Irf8
GO:0030097	Itfg2
GO:0030097	Itk
GO:0030097	Itm2a
GO:0030097	Itpkb
GO:0030097	Jag2
GO:0030097	Jak3
GO:0030097	Kat2a
GO:0030097	Kat5
GO:0030097	Kat7
GO:0030097	Kcnab2
GO:0030097	Kcp
GO:0030097	Kdelr1
GO:0030097	Kdr
GO:0030097	Kirrel3
GO:0030097	Kit
GO:0030097	Kitl
GO:0030097	Klf11
GO:0030097	Klhl25
GO:0030097	Kmt2a
GO:0030097	Krt75
GO:0030097	Krtap5-5
GO:0030097	Lag3
GO:0030097	Lck
GO:0030097	Lef1
GO:0030097	Lep
GO:0030097	Lepr
GO:0030097	Lfng
GO:0030097	Lgals1
GO:0030097	Lgals8
GO:0030097	Lgals9
GO:0030097	Lig4
GO:0030097	Lilrb4a
GO:0030097	Lilrb4b
GO:0030097	Lmbr1l
GO:0030097	Ltbr
GO:0030097	Ly6d
GO:0030097	Lyl1
GO:0030097	Lyn
GO:0030097	Malt1
GO:0030097	Mdk
GO:0030097	Mecom
GO:0030097	Meis1
GO:0030097	Men1
GO:0030097	Mettl3
GO:0030097	Mfap5
GO:0030097	Mfng
GO:0030097	Mink1
GO:0030097	Mir143
GO:0030097	Mir145a
GO:0030097	Mir145b
GO:0030097	Mir150
GO:0030097	Mir17
GO:0030097	Mir18
GO:0030097	Mir19a
GO:0030097	Mir19b-1
GO:0030097	Mir20a
GO:0030097	Mir92-1
GO:0030097	Mixl1
GO:0030097	Mknk2
GO:0030097	Mmp14
GO:0030097	Mmp21
GO:0030097	Mpl
GO:0030097	Mrgprx1
GO:0030097	Ms4a1
GO:0030097	Msh2
GO:0030097	Muc19
GO:0030097	Muc4
GO:0030097	Myb
GO:0030097	Myo1e
GO:0030097	Nckap1l
GO:0030097	Ncor1
GO:0030097	Ndfip1
GO:0030097	Nfam1
GO:0030097	Nfatc1
GO:0030097	Nfatc3
GO:0030097	Nfkbiz
GO:0030097	Nhej1
GO:0030097	Nkap
GO:0030097	Nkx2-3
GO:0030097	Nkx2-5
GO:0030097	Notch1
GO:0030097	Notch2
GO:0030097	Nrarp
GO:0030097	Ntrk1
GO:0030097	Nudt21
GO:0030097	Ogt
GO:0030097	Onecut1
GO:0030097	Otud5
GO:0030097	Patz1
GO:0030097	Pax1
GO:0030097	Pbrm1
GO:0030097	Pcid2
GO:0030097	Pck1
GO:0030097	Pdgfra
GO:0030097	Pdgfrb
GO:0030097	Pgm3
GO:0030097	Phf10
GO:0030097	Phf14
GO:0030097	Picalm
GO:0030097	Pik3r1
GO:0030097	Pik3r6
GO:0030097	Pink1
GO:0030097	Pirb
GO:0030097	Pknox1
GO:0030097	Pla2g2d
GO:0030097	Plcg2
GO:0030097	Plcl2
GO:0030097	Pld4
GO:0030097	Pnp
GO:0030097	Polm
GO:0030097	Pou1f1
GO:0030097	Pou2af1
GO:0030097	Pou2f2
GO:0030097	Ppp2r3c
GO:0030097	Ppp3cb
GO:0030097	Ppp4r2
GO:0030097	Prdm1
GO:0030097	Prdx2
GO:0030097	Prelid1
GO:0030097	Prex1
GO:0030097	Prg4
GO:0030097	Prkdc
GO:0030097	Prl2c3
GO:0030097	Prr7
GO:0030097	Prrc2c
GO:0030097	Prtn3
GO:0030097	Psap
GO:0030097	Psen1
GO:0030097	Psen2
GO:0030097	Psmb11
GO:0030097	Ptk2b
GO:0030097	Ptpn2
GO:0030097	Ptpn22
GO:0030097	Ptpn6
GO:0030097	Ptprc
GO:0030097	Ptprj
GO:0030097	Ptprq
GO:0030097	Ptprz1
GO:0030097	Pygo1
GO:0030097	Rabl3
GO:0030097	Rag1
GO:0030097	Rag2
GO:0030097	Rbm47
GO:0030097	Rbmy
GO:0030097	Rbpj
GO:0030097	Relb
GO:0030097	Rest
GO:0030097	Rhoa
GO:0030097	Rhoh
GO:0030097	Rnf41
GO:0030097	Rogdi
GO:0030097	Rorc
GO:0030097	Rpa1
GO:0030097	Rpl22
GO:0030097	Rras
GO:0030097	Rrs1
GO:0030097	Rsad2
GO:0030097	Rtkn2
GO:0030097	Runx1
GO:0030097	Runx2
GO:0030097	Runx3
GO:0030097	Samd9l
GO:0030097	Sart1
GO:0030097	Sart3
GO:0030097	Sash3
GO:0030097	Satb1
GO:0030097	Sbds
GO:0030097	Scart2
GO:0030097	Sema4a
GO:0030097	Serpinb12
GO:0030097	Serpinb9f
GO:0030097	Sfrp1
GO:0030097	Sfrp2
GO:0030097	Sgpl1
GO:0030097	Sh2b3
GO:0030097	Sh3rf1
GO:0030097	Shb
GO:0030097	Shh
GO:0030097	Siglecg
GO:0030097	Sin3a
GO:0030097	Sipa1l3
GO:0030097	Sirpa
GO:0030097	Skint1
GO:0030097	Slamf8
GO:0030097	Slc25a5
GO:0030097	Slc39a7
GO:0030097	Slc46a2
GO:0030097	Slc4a2
GO:0030097	Slc7a6os
GO:0030097	Slc8a3
GO:0030097	Smarca2
GO:0030097	Smarca4
GO:0030097	Smarcb1
GO:0030097	Smarcc1
GO:0030097	Smarcc2
GO:0030097	Smarcd1
GO:0030097	Smarcd2
GO:0030097	Smarcd3
GO:0030097	Smarce1
GO:0030097	Smpd3
GO:0030097	Snai2
GO:0030097	Socs1
GO:0030097	Sod2
GO:0030097	Sos1
GO:0030097	Sos2
GO:0030097	Sox12
GO:0030097	Sox13
GO:0030097	Sox4
GO:0030097	Sox6
GO:0030097	Sp1
GO:0030097	Sp3
GO:0030097	Spi1
GO:0030097	Spib
GO:0030097	Spn
GO:0030097	Spta1
GO:0030097	Sptb
GO:0030097	Srf
GO:0030097	Srsf4
GO:0030097	Ssbp3
GO:0030097	St3gal1
GO:0030097	Stat5a
GO:0030097	Stat5b
GO:0030097	Stk11
GO:0030097	Ston2
GO:0030097	Syk
GO:0030097	Syvn1
GO:0030097	Tacc3
GO:0030097	Tafazzin
GO:0030097	Tal1
GO:0030097	Tbx21
GO:0030097	Tcaf2
GO:0030097	Tcf3
GO:0030097	Tcf7
GO:0030097	Tcirg1
GO:0030097	Tcra
GO:0030097	Tcra-V3.1
GO:0030097	Tek
GO:0030097	Tent2
GO:0030097	Terc
GO:0030097	Tet2
GO:0030097	Tgfb1
GO:0030097	Tgfb2
GO:0030097	Tgfbr2
GO:0030097	Tgfbr3
GO:0030097	Themis
GO:0030097	Thsd1
GO:0030097	Tifab
GO:0030097	Tiparp
GO:0030097	Tlr9
GO:0030097	Tmem143
GO:0030097	Tmem176b
GO:0030097	Tmem190
GO:0030097	Tmem91
GO:0030097	Tnfaip3
GO:0030097	Tnfrsf13b
GO:0030097	Tnfsf13b
GO:0030097	Tnfsf4
GO:0030097	Tnfsf8
GO:0030097	Tnfsf9
GO:0030097	Top2a
GO:0030097	Top2b
GO:0030097	Tox
GO:0030097	Tpd52
GO:0030097	Traf3ip2
GO:0030097	Traf6
GO:0030097	Traj18
GO:0030097	Trem2
GO:0030097	Trex1
GO:0030097	Trp53
GO:0030097	Trpm2
GO:0030097	Tsc1
GO:0030097	Tshr
GO:0030097	Ttc7
GO:0030097	Twsg1
GO:0030097	Txk
GO:0030097	Txnrd2
GO:0030097	Ubd
GO:0030097	Vav1
GO:0030097	Vmn1r13
GO:0030097	Vmn1r214
GO:0030097	Vmn2r74
GO:0030097	Vpreb1a
GO:0030097	Vsir
GO:0030097	Wbp1l
GO:0030097	Wdr38
GO:0030097	Wdr7
GO:0030097	Wnt1
GO:0030097	Wnt10b
GO:0030097	Wnt2b
GO:0030097	Wnt3a
GO:0030097	Wnt5a
GO:0030097	Wwp1
GO:0030097	Xbp1
GO:0030097	Xrcc4
GO:0030097	Xrcc5
GO:0030097	Xrcc6
GO:0030097	Ythdf2
GO:0030097	Yy1
GO:0030097	Zap70
GO:0030097	Zbtb1
GO:0030097	Zbtb16
GO:0030097	Zbtb24
GO:0030097	Zbtb32
GO:0030097	Zbtb46
GO:0030097	Zbtb7a
GO:0030097	Zbtb7b
GO:0030097	Zfat
GO:0030097	Zfp36l1
GO:0030097	Zfp36l2
GO:0030097	Zfp683
GO:0030097	Zfp784
GO:0030097	Zfp950
GO:0030097	Zfp980
GO:0030097	Zmiz1
GO:0030097	Znhit1
GO:0030097	Zswim9
GO:0030098	6030468B19Rik
GO:0030098	Abl1
GO:0030098	Abl2
GO:0030098	Actb
GO:0030098	Actl6a
GO:0030098	Actl6b
GO:0030098	Ada
GO:0030098	Adam17
GO:0030098	Adgrg3
GO:0030098	Ahr
GO:0030098	Aire
GO:0030098	Ambra1
GO:0030098	Ankle1
GO:0030098	Anxa1
GO:0030098	Ap3b1
GO:0030098	Ap3d1
GO:0030098	Aqp8
GO:0030098	Arid1a
GO:0030098	Arid1b
GO:0030098	Arid2
GO:0030098	Armc5
GO:0030098	Atf2
GO:0030098	Atg5
GO:0030098	Atm
GO:0030098	Atp11c
GO:0030098	Bad
GO:0030098	Bak1
GO:0030098	Bax
GO:0030098	Bcl11a
GO:0030098	Bcl11b
GO:0030098	Bcl2
GO:0030098	Bcl2a1d
GO:0030098	Bcl3
GO:0030098	Bcl6
GO:0030098	Blm
GO:0030098	Braf
GO:0030098	Brd7
GO:0030098	Btk
GO:0030098	Btn2a2
GO:0030098	Btnl1
GO:0030098	Btnl6
GO:0030098	Cacnb4
GO:0030098	Card11
GO:0030098	Carmil2
GO:0030098	Cbfb
GO:0030098	Ccr2
GO:0030098	Ccr7
GO:0030098	Ccr9
GO:0030098	Cd19
GO:0030098	Cd1d1
GO:0030098	Cd24a
GO:0030098	Cd27
GO:0030098	Cd28
GO:0030098	Cd3d
GO:0030098	Cd3e
GO:0030098	Cd3g
GO:0030098	Cd4
GO:0030098	Cd40lg
GO:0030098	Cd44
GO:0030098	Cd46
GO:0030098	Cd74
GO:0030098	Cd79a
GO:0030098	Cd79b
GO:0030098	Cd83
GO:0030098	Cd8a
GO:0030098	Cdh17
GO:0030098	Cebpg
GO:0030098	Chd7
GO:0030098	Clcf1
GO:0030098	Clec4d
GO:0030098	Clec4e
GO:0030098	Cmtm7
GO:0030098	Cr2
GO:0030098	Crtam
GO:0030098	Ctla2a
GO:0030098	Ctla4
GO:0030098	Ctnnb1
GO:0030098	Ctsl
GO:0030098	Cyld
GO:0030098	Cyp26b1
GO:0030098	Dcaf1
GO:0030098	Dclre1c
GO:0030098	Dicer1
GO:0030098	Dll1
GO:0030098	Dll4
GO:0030098	Dnajb9
GO:0030098	Dock10
GO:0030098	Dock11
GO:0030098	Dock2
GO:0030098	Dpp4
GO:0030098	Drosha
GO:0030098	Dtx1
GO:0030098	Dusp10
GO:0030098	Duxbl1
GO:0030098	Egr1
GO:0030098	Egr3
GO:0030098	Enpp1
GO:0030098	Eomes
GO:0030098	Ep300
GO:0030098	Ezh2
GO:0030098	Fadd
GO:0030098	Fanca
GO:0030098	Fancd2
GO:0030098	Fas
GO:0030098	Fbxo7
GO:0030098	Fcer1g
GO:0030098	Fgl2
GO:0030098	Flt3
GO:0030098	Flt3l
GO:0030098	Fnip1
GO:0030098	Foxn1
GO:0030098	Foxp1
GO:0030098	Foxp3
GO:0030098	Fut7
GO:0030098	Fzd9
GO:0030098	Gata3
GO:0030098	Gimap1
GO:0030098	Gimap3
GO:0030098	Gimap5
GO:0030098	Gli3
GO:0030098	Gm13271
GO:0030098	Gm13272
GO:0030098	Gm13275
GO:0030098	Gm13276
GO:0030098	Gm13277
GO:0030098	Gm13283
GO:0030098	Gon4l
GO:0030098	Gpr18
GO:0030098	Gpr183
GO:0030098	Gpr89
GO:0030098	Gps2
GO:0030098	H2-Aa
GO:0030098	H2-Ab1
GO:0030098	H2-DMa
GO:0030098	H2-Oa
GO:0030098	Hdac5
GO:0030098	Hdac7
GO:0030098	Hdac9
GO:0030098	Hells
GO:0030098	Hhex
GO:0030098	Hmgb1
GO:0030098	Hmgb3
GO:0030098	Hs1bp3
GO:0030098	Hsp90aa1
GO:0030098	Hspb1
GO:0030098	Id2
GO:0030098	Ifna1
GO:0030098	Ifna11
GO:0030098	Ifna12
GO:0030098	Ifna13
GO:0030098	Ifna14
GO:0030098	Ifna15
GO:0030098	Ifna16
GO:0030098	Ifna2
GO:0030098	Ifna4
GO:0030098	Ifna5
GO:0030098	Ifna6
GO:0030098	Ifna7
GO:0030098	Ifna9
GO:0030098	Ifnab
GO:0030098	Ifnb1
GO:0030098	Ifne
GO:0030098	Ifng
GO:0030098	Ifnk
GO:0030098	Ifnz
GO:0030098	Ighe
GO:0030098	Ighg1
GO:0030098	Ighm
GO:0030098	Igkc
GO:0030098	Igkj5
GO:0030098	Ihh
GO:0030098	Ikzf1
GO:0030098	Ikzf3
GO:0030098	Il12a
GO:0030098	Il15
GO:0030098	Il1rl2
GO:0030098	Il2
GO:0030098	Il21
GO:0030098	Il23a
GO:0030098	Il2ra
GO:0030098	Il2rg
GO:0030098	Il36b
GO:0030098	Il4
GO:0030098	Il4i1
GO:0030098	Il4i1b
GO:0030098	Il6
GO:0030098	Il7
GO:0030098	Il7r
GO:0030098	Il9
GO:0030098	Il9r
GO:0030098	Inpp5d
GO:0030098	Irf1
GO:0030098	Irf2bp2
GO:0030098	Irf8
GO:0030098	Itfg2
GO:0030098	Itk
GO:0030098	Itm2a
GO:0030098	Itpkb
GO:0030098	Jag2
GO:0030098	Jak3
GO:0030098	Kat2a
GO:0030098	Kat5
GO:0030098	Kat7
GO:0030098	Kdelr1
GO:0030098	Kit
GO:0030098	Klhl25
GO:0030098	Lag3
GO:0030098	Lck
GO:0030098	Lef1
GO:0030098	Lep
GO:0030098	Lepr
GO:0030098	Lfng
GO:0030098	Lgals1
GO:0030098	Lgals8
GO:0030098	Lgals9
GO:0030098	Lilrb4a
GO:0030098	Lilrb4b
GO:0030098	Lmbr1l
GO:0030098	Ly6d
GO:0030098	Lyl1
GO:0030098	Malt1
GO:0030098	Mdk
GO:0030098	Mettl3
GO:0030098	Mfng
GO:0030098	Mink1
GO:0030098	Mir150
GO:0030098	Mir17
GO:0030098	Mir18
GO:0030098	Mir19a
GO:0030098	Mir19b-1
GO:0030098	Mir20a
GO:0030098	Mir92-1
GO:0030098	Mmp14
GO:0030098	Ms4a1
GO:0030098	Msh2
GO:0030098	Myb
GO:0030098	Nckap1l
GO:0030098	Ncor1
GO:0030098	Ndfip1
GO:0030098	Nfam1
GO:0030098	Nfatc1
GO:0030098	Nfatc3
GO:0030098	Nfkbiz
GO:0030098	Nhej1
GO:0030098	Nkap
GO:0030098	Nkx2-3
GO:0030098	Notch2
GO:0030098	Nrarp
GO:0030098	Ntrk1
GO:0030098	Onecut1
GO:0030098	Otud5
GO:0030098	Patz1
GO:0030098	Pax1
GO:0030098	Pbrm1
GO:0030098	Pcid2
GO:0030098	Pck1
GO:0030098	Phf10
GO:0030098	Phf14
GO:0030098	Pik3r1
GO:0030098	Pik3r6
GO:0030098	Pknox1
GO:0030098	Pla2g2d
GO:0030098	Plcg2
GO:0030098	Plcl2
GO:0030098	Pnp
GO:0030098	Polm
GO:0030098	Pou1f1
GO:0030098	Pou2af1
GO:0030098	Pou2f2
GO:0030098	Ppp2r3c
GO:0030098	Ppp3cb
GO:0030098	Prdm1
GO:0030098	Prdx2
GO:0030098	Prelid1
GO:0030098	Prex1
GO:0030098	Prkdc
GO:0030098	Prr7
GO:0030098	Psap
GO:0030098	Psmb11
GO:0030098	Ptk2b
GO:0030098	Ptpn2
GO:0030098	Ptpn22
GO:0030098	Ptpn6
GO:0030098	Ptprc
GO:0030098	Ptprj
GO:0030098	Rabl3
GO:0030098	Rag1
GO:0030098	Rag2
GO:0030098	Rbpj
GO:0030098	Relb
GO:0030098	Rhoa
GO:0030098	Rhoh
GO:0030098	Rnf41
GO:0030098	Rorc
GO:0030098	Rpl22
GO:0030098	Rsad2
GO:0030098	Runx1
GO:0030098	Runx2
GO:0030098	Runx3
GO:0030098	Sart1
GO:0030098	Sash3
GO:0030098	Satb1
GO:0030098	Scart2
GO:0030098	Sema4a
GO:0030098	Sfrp1
GO:0030098	Sh2b3
GO:0030098	Sh3rf1
GO:0030098	Shh
GO:0030098	Skint1
GO:0030098	Slamf8
GO:0030098	Slc25a5
GO:0030098	Slc39a7
GO:0030098	Slc46a2
GO:0030098	Slc4a2
GO:0030098	Smarca2
GO:0030098	Smarca4
GO:0030098	Smarcb1
GO:0030098	Smarcc1
GO:0030098	Smarcc2
GO:0030098	Smarcd1
GO:0030098	Smarcd2
GO:0030098	Smarcd3
GO:0030098	Smarce1
GO:0030098	Socs1
GO:0030098	Sox12
GO:0030098	Sox13
GO:0030098	Sox4
GO:0030098	Sp3
GO:0030098	Spi1
GO:0030098	Spib
GO:0030098	Spn
GO:0030098	Srf
GO:0030098	St3gal1
GO:0030098	Stat5a
GO:0030098	Stat5b
GO:0030098	Stk11
GO:0030098	Syk
GO:0030098	Syvn1
GO:0030098	Tbx21
GO:0030098	Tcf3
GO:0030098	Tcf7
GO:0030098	Tcirg1
GO:0030098	Tcra
GO:0030098	Tcra-V3.1
GO:0030098	Tgfb1
GO:0030098	Tgfbr2
GO:0030098	Themis
GO:0030098	Tlr9
GO:0030098	Tnfaip3
GO:0030098	Tnfsf13b
GO:0030098	Tnfsf4
GO:0030098	Tnfsf8
GO:0030098	Tnfsf9
GO:0030098	Top2b
GO:0030098	Tox
GO:0030098	Tpd52
GO:0030098	Traf3ip2
GO:0030098	Traj18
GO:0030098	Trp53
GO:0030098	Tsc1
GO:0030098	Tshr
GO:0030098	Txk
GO:0030098	Vav1
GO:0030098	Vsir
GO:0030098	Wnt10b
GO:0030098	Wwp1
GO:0030098	Xbp1
GO:0030098	Xrcc6
GO:0030098	Yy1
GO:0030098	Zap70
GO:0030098	Zbtb1
GO:0030098	Zbtb16
GO:0030098	Zbtb7a
GO:0030098	Zbtb7b
GO:0030098	Zfp36l1
GO:0030098	Zfp36l2
GO:0030098	Zfp683
GO:0030098	Zmiz1
GO:0030099	Ap3b1
GO:0030099	Bap1
GO:0030099	Cbfa2t3
GO:0030099	Cbfb
GO:0030099	Ccr1
GO:0030099	Cd101
GO:0030099	Cdkn1c
GO:0030099	Cebpa
GO:0030099	Cebpe
GO:0030099	Cited2
GO:0030099	Clec5a
GO:0030099	Clpb
GO:0030099	Csf2
GO:0030099	Csf3
GO:0030099	Dab2
GO:0030099	Dll1
